,decision_id,type of insurance,premium/payment,service attitude/communication,fail to meet customer's expectations,claims processing delays,policy terms,gender,location,title,date,company,decision,extras,tag
6776,DRN-4265387,Motor,Yes,No,Yes,No,Yes,Female,decision/DRN-4265387.pdf,Decision Reference DRN-4265387,25-Jul-23,Watford Insurance Company Europe Limited,Upheld,,Insurance
6777,DRN-4222461,Motor,No,No,Yes,No,No,Male,decision/DRN-4222461.pdf,Decision Reference DRN-4222461,25-Jul-23,Markerstudy Insurance Company Limited,Not upheld,,Insurance
6778,DRN-4265026,Household and Commercial Property,No,Yes,Yes,No,No,Male,decision/DRN-4265026.pdf,Decision Reference DRN-4265026,25-Jul-23,British Gas Insurance Limited,Upheld,,Insurance
6779,DRN-4261719,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4261719.pdf,Decision Reference DRN-4261719,25-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6780,DRN-4235666,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4235666.pdf,Decision Reference DRN-4235666,25-Jul-23,HDI Global Specialty SE,Not upheld,,Insurance
6781,DRN-4137160,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4137160.pdf,Decision Reference DRN-4137160,25-Jul-23,AWP P&C SA,Upheld,,Insurance
6782,DRN-4230661,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4230661.pdf,Decision Reference DRN-4230661,25-Jul-23,Aviva Insurance Limited,Upheld,,Insurance
6783,DRN-4068854,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4068854.pdf,Decision Reference DRN-4068854,25-Jul-23,Exchequer Risk Management Ltd,Not upheld,,Insurance
6784,DRN-4077952,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4077952.pdf,Decision Reference DRN-4077952,25-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6785,DRN-4250582,Legal Expenses and Monetary Loss,No,No,No,No,No,Not mentioned,decision/DRN-4250582.pdf,Decision Reference DRN-4250582,25-Jul-23,AXA Insurance UK Plc,Upheld,,Insurance
6786,DRN-4195324,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4195324.pdf,Decision Reference DRN-4195324,25-Jul-23,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
6787,DRN-4240305,Motor,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4240305.pdf,Decision Reference DRN-4240305,25-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6788,DRN-4215019,Health,No,Yes,Yes,No,Yes,Male,decision/DRN-4215019.pdf,Decision Reference DRN-4215019,25-Jul-23,Unum Ltd,Upheld,,Insurance
6789,DRN-4199824,Animal,No,Yes,Yes,No,Yes,Male,decision/DRN-4199824.pdf,Decision Reference DRN-4199824,25-Jul-23,QIC Europe Ltd,Upheld,,Insurance
6790,DRN-4071630,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4071630.pdf,Decision Reference DRN-4071630,25-Jul-23,Abbey Insurance Brokers Ltd,Not upheld,,Insurance
6791,DRN-4215334,Household and Commercial Property,No,No,Yes,Yes,Yes,Male,decision/DRN-4215334.pdf,Decision Reference DRN-4215334,25-Jul-23,Fairmead Insurance Limited,Upheld,,Insurance
6792,DRN-4260993,Travel,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4260993.pdf,Decision Reference DRN-4260993,24-Jul-23,Great Lakes Insurance SE,Upheld,,Insurance
6793,DRN-4262701,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4262701.pdf,Decision Reference DRN-4262701,24-Jul-23,Aviva Insurance Limited,Upheld,,Insurance
6794,DRN-3822243,Animal,Yes,Yes,Yes,No,Yes,Male,decision/DRN-3822243.pdf,Decision Reference DRN-3822243,24-Jul-23,Great Lakes Insurance SE,Upheld,,Insurance
6795,DRN-4216590,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4216590.pdf,Decision Reference DRN-4216590,24-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6796,DRN-4120766,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4120766.pdf,Decision Reference DRN-4120766,24-Jul-23,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
6797,DRN-4216615,Personal Belongings,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4216615.pdf,Decision Reference DRN-4216615,24-Jul-23,American International Group UK Limited,Not upheld,,Insurance
6798,DRN-4262959,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4262959.pdf,Decision Reference DRN-4262959,24-Jul-23,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
6799,DRN-4184947,Travel,No,No,Yes,No,Yes,Male and Female,decision/DRN-4184947.pdf,Decision Reference DRN-4184947,24-Jul-23,AWP P&C SA,Not upheld,,Insurance
6800,DRN-4261032,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4261032.pdf,Decision Reference DRN-4261032,24-Jul-23,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
6801,DRN-4154560,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4154560.pdf,Decision Reference DRN-4154560,24-Jul-23,AXA Insurance UK Plc,Not upheld,,Insurance
6802,DRN-4162328,Household and Commercial Property,No,No,Yes,No,No,Male,decision/DRN-4162328.pdf,Decision Reference DRN-4162328,24-Jul-23,Ageas Insurance Limited,Not upheld,,Insurance
6803,DRN-4256211,Travel,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4256211.pdf,Decision Reference DRN-4256211,24-Jul-23,Rock Insurance Services Limited,Upheld,,Insurance
6804,DRN-4215873,Motor,No,No,Yes,No,Yes,Not mentioned,decision/DRN-4215873.pdf,Decision Reference DRN-4215873,24-Jul-23,Allianz Insurance Plc,Upheld,,Insurance
6805,DRN-4056835,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4056835.pdf,Decision Reference DRN-4056835,24-Jul-23,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
6806,DRN-4261989,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4261989.pdf,Decision Reference DRN-4261989,24-Jul-23,Assurant General Insurance Limited,Upheld,,Insurance
6807,DRN-4261915,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4261915.pdf,Decision Reference DRN-4261915,24-Jul-23,Aviva Insurance Limited,Upheld,,Insurance
6808,DRN-4230251,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4230251.pdf,Decision Reference DRN-4230251,24-Jul-23,U K Insurance Limited,Upheld,,Insurance
6809,DRN-4055763,Motor,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4055763.pdf,Decision Reference DRN-4055763,24-Jul-23,esure Insurance Limited,Not upheld,,Insurance
6810,DRN-4068378,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4068378.pdf,Decision Reference DRN-4068378,14-Jul-23,Aviva Insurance Limited,Upheld,,Insurance
6811,DRN-4032200,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4032200.pdf,Decision Reference DRN-4032200,14-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6812,DRN-4242783,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4242783.pdf,Decision Reference DRN-4242783,14-Jul-23,esure Insurance Limited,Upheld,,Insurance
6813,DRN-4246676,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Female,decision/DRN-4246676.pdf,Decision Reference DRN-4246676,14-Jul-23,Amtrust Europe Limited,Not upheld,,Insurance
6814,DRN-4217441,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4217441.pdf,Decision Reference DRN-4217441,14-Jul-23,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
6815,DRN-4235510,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4235510.pdf,Decision Reference DRN-4235510,14-Jul-23,Pinnacle Insurance Plc,Not upheld,,Insurance
6816,DRN-4222379,Household and Commercial Property,Yes,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4222379.pdf,Decision Reference DRN-4222379,14-Jul-23,BISL Limited,Upheld,,Insurance
6817,DRN-4247272,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4247272.pdf,Decision Reference DRN-4247272,14-Jul-23,Society of Lloyd's,Not upheld,,Insurance
6818,DRN-4216182,Health,No,No,Yes,No,Yes,Male,decision/DRN-4216182.pdf,Decision Reference DRN-4216182,14-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6819,DRN-4212216,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Not mentioned,decision/DRN-4212216.pdf,Decision Reference DRN-4212216,14-Jul-23,AXA Insurance UK Plc,Not upheld,,Insurance
6820,DRN-4247151,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4247151.pdf,Decision Reference DRN-4247151,14-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6821,DRN-4160004,Health,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4160004.pdf,Decision Reference DRN-4160004,14-Jul-23,Vitality Health Limited,Not upheld,,Insurance
6822,DRN-4230084,Travel,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4230084.pdf,Decision Reference DRN-4230084,14-Jul-23,AWP P&C SA,Upheld,,Insurance
6823,DRN-4197175,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4197175.pdf,Decision Reference DRN-4197175,14-Jul-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
6824,DRN-4170863,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4170863.pdf,Decision Reference DRN-4170863,14-Jul-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
6825,DRN-4179148,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4179148.pdf,Decision Reference DRN-4179148,14-Jul-23,West Bay Insurance Plc,Not upheld,,Insurance
6826,DRN-4239014,Travel,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4239014.pdf,Decision Reference DRN-4239014,14-Jul-23,Euroins AD,Upheld,,Insurance
6827,DRN-4145749,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4145749.pdf,Decision Reference DRN-4145749,14-Jul-23,Helvetia Global Solutions Ltd,Not upheld,,Insurance
6828,DRN-4161822,Health,No,Yes,Yes,Yes,No,Male,decision/DRN-4161822.pdf,Decision Reference DRN-4161822,14-Jul-23,Vitality Life Limited,Not upheld,,Insurance
6829,DRN-4239456,Household and Commercial Property,Yes,No,Yes,No,Yes,Male,decision/DRN-4239456.pdf,Decision Reference DRN-4239456,14-Jul-23,Lloyds Bank General Insurance Limited,Upheld,,Insurance
6830,DRN-4155203,Payment Protection,Yes,No,Yes,No,Yes,Not mentioned,decision/DRN-4155203.pdf,Decision Reference DRN-4155203,14-Jul-23,Euler Hermes SA/NV,Not upheld,,Insurance
6831,DRN-4117153,Personal Belongings,No,Yes,Yes,No,Yes,Female,decision/DRN-4117153.pdf,Decision Reference DRN-4117153,14-Jul-23,Assurant General Insurance Limited,Not upheld,,Insurance
6832,DRN-4050619,Household and Commercial Property,No,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4050619.pdf,Decision Reference DRN-4050619,14-Jul-23,The Salvation Army General Insurance Corporation Ltd,Upheld,,Insurance
6833,DRN-4163012,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4163012.pdf,Decision Reference DRN-4163012,13-Jul-23,Hiscox Insurance Company Limited,Not upheld,,Insurance
6834,DRN-4219898,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4219898.pdf,Decision Reference DRN-4219898,13-Jul-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
6835,DRN-4108870,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4108870.pdf,Decision Reference DRN-4108870,13-Jul-23,Covea Insurance plc,Upheld,,Insurance
6836,DRN-4112487,Animal,No,No,Yes,No,Yes,Male,decision/DRN-4112487.pdf,Decision Reference DRN-4112487,13-Jul-23,HDI Global Specialty SE,Not upheld,,Insurance
6837,DRN-3983052,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-3983052.pdf,Decision Reference DRN-3983052,13-Jul-23,My Policy Ltd,Not upheld,,Insurance
6838,DRN-4055228,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4055228.pdf,Decision Reference DRN-4055228,13-Jul-23,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
6839,DRN-4242943,Household and Commercial Property,Yes,Yes,Yes,Yes,Yes,Not mentioned,decision/DRN-4242943.pdf,Decision Reference DRN-4242943,13-Jul-23,AXIS Specialty Europe SE,Upheld,,Insurance
6840,DRN-4003786,Business Insurance,Yes,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4003786.pdf,Decision Reference DRN-4003786,13-Jul-23,HDI Global Specialty SE,Upheld,,Insurance
6841,DRN-4245144,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4245144.pdf,Decision Reference DRN-4245144,13-Jul-23,RAC Insurance Limited,Upheld,,Insurance
6842,DRN-4116679,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,No,Not mentioned,decision/DRN-4116679.pdf,Decision Reference DRN-4116679,13-Jul-23,U K Insurance Limited,Upheld,,Insurance
6843,DRN-3965468,Payment Protection,Yes,Yes,Yes,No,No,Male,decision/DRN-3965468.pdf,Decision Reference DRN-3965468,13-Jul-23,Society of Lloyd's,Upheld,,Insurance
6844,DRN-4228377,Animal,No,Yes,Yes,No,Yes,Male,decision/DRN-4228377.pdf,Decision Reference DRN-4228377,13-Jul-23,Great Lakes Insurance SE,Not upheld,,Insurance
6845,DRN-4179932,Travel,No,No,Yes,No,Yes,Female,decision/DRN-4179932.pdf,Decision Reference DRN-4179932,13-Jul-23,Great Lakes Insurance SE,Not upheld,,Insurance
6846,DRN-4239507,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4239507.pdf,Decision Reference DRN-4239507,13-Jul-23,Haven Insurance Company Limited,Upheld,,Insurance
6847,DRN-4240570,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4240570.pdf,Decision Reference DRN-4240570,13-Jul-23,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance
6848,DRN-4172365,Motor,No,No,Yes,No,Yes,Male and Female,decision/DRN-4172365.pdf,Decision Reference DRN-4172365,13-Jul-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
6849,DRN-4244061,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4244061.pdf,Decision Reference DRN-4244061,13-Jul-23,Tesco Underwriting Limited,Upheld,,Insurance
6850,DRN-3896943,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-3896943.pdf,Decision Reference DRN-3896943,13-Jul-23,Mulsanne Insurance Company Limited,Not upheld,,Insurance
6851,DRN-4054565,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4054565.pdf,Decision Reference DRN-4054565,13-Jul-23,AXA Insurance UK Plc,Not upheld,,Insurance
6852,DRN-4070641,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4070641.pdf,Decision Reference DRN-4070641,13-Jul-23,Skyfire Insurance Company Limited,Not upheld,,Insurance
6853,DRN-4142449,Travel,No,Yes,Yes,Yes,No,Female,decision/DRN-4142449.pdf,Decision Reference DRN-4142449,13-Jul-23,Euroins AD,Upheld,,Insurance
6854,DRN-4243280,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4243280.pdf,Decision Reference DRN-4243280,13-Jul-23,Amtrust Europe Limited,Not upheld,,Insurance
6855,DRN-4060942,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4060942.pdf,Decision Reference DRN-4060942,13-Jul-23,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
6856,DRN-4189053,Health,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4189053.pdf,Decision Reference DRN-4189053,12-Jul-23,Vitality Health Limited,Upheld,,Insurance
6857,DRN-4237519,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4237519.pdf,Decision Reference DRN-4237519,12-Jul-23,Domestic & General Insurance Plc,Not upheld,,Insurance
6858,DRN-4142407,Travel,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4142407.pdf,Decision Reference DRN-4142407,12-Jul-23,AWP P&C SA,Upheld,,Insurance
6859,DRN-4162051,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4162051.pdf,Decision Reference DRN-4162051,12-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6860,DRN-4110059,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4110059.pdf,Decision Reference DRN-4110059,12-Jul-23,Ageas Insurance Limited,Upheld,,Insurance
6861,DRN-4196006,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4196006.pdf,Decision Reference DRN-4196006,12-Jul-23,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance
6862,DRN-4077220,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4077220.pdf,Decision Reference DRN-4077220,12-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6863,DRN-3945993,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-3945993.pdf,Decision Reference DRN-3945993,12-Jul-23,Haven Insurance Company Limited,Upheld,,Insurance
6864,DRN-4101305,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4101305.pdf,Decision Reference DRN-4101305,12-Jul-23,West Bay Insurance Plc,Not upheld,,Insurance
6865,DRN-4223714,Health,No,No,Yes,Yes,Yes,Male,decision/DRN-4223714.pdf,Decision Reference DRN-4223714,12-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6866,DRN-4146418,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4146418.pdf,Decision Reference DRN-4146418,12-Jul-23,Domestic & General Insurance Plc,Not upheld,,Insurance
6867,DRN-4239924,Household and Commercial Property,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4239924.pdf,Decision Reference DRN-4239924,12-Jul-23,UIA (Insurance) Limited,Upheld,,Insurance
6868,DRN-4130883,Motor,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4130883.pdf,Decision Reference DRN-4130883,12-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6869,DRN-4139195,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4139195.pdf,Decision Reference DRN-4139195,12-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6870,DRN-4224469,Household and Commercial Property,No,Yes,Yes,No,No,Male,decision/DRN-4224469.pdf,Decision Reference DRN-4224469,12-Jul-23,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
6871,DRN-4241188,Travel,No,Yes,Yes,No,No,Male,decision/DRN-4241188.pdf,Decision Reference DRN-4241188,12-Jul-23,Acromas Insurance Company Limited,Upheld,,Insurance
6872,DRN-4241869,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4241869.pdf,Decision Reference DRN-4241869,12-Jul-23,Skyfire Insurance Company Limited,Upheld,,Insurance
6873,DRN-4241779,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4241779.pdf,Decision Reference DRN-4241779,12-Jul-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
6874,DRN-4241677,Legal Expenses and Monetary Loss,No,No,No,No,No,Not mentioned,decision/DRN-4241677.pdf,Decision Reference DRN-4241677,12-Jul-23,AWP P&C SA,Upheld,,Insurance
6875,DRN-4155111,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4155111.pdf,Decision Reference DRN-4155111,12-Jul-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
6876,DRN-4241110,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4241110.pdf,Decision Reference DRN-4241110,12-Jul-23,Hastings Insurance Services Limited,Upheld,,Insurance
6877,DRN-4240912,Motor,No,No,Yes,No,No,Male,decision/DRN-4240912.pdf,Decision Reference DRN-4240912,12-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6878,DRN-4236078,Health,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4236078.pdf,Decision Reference DRN-4236078,12-Jul-23,ActiveQuote Limited,Upheld,,Insurance
6879,DRN-4171197,Health,No,No,Yes,No,Yes,Female,decision/DRN-4171197.pdf,Decision Reference DRN-4171197,12-Jul-23,AXA PPP Healthcare Limited,Not upheld,,Insurance
6880,DRN-4141189,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4141189.pdf,Decision Reference DRN-4141189,12-Jul-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
6881,DRN-4236050,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4236050.pdf,Decision Reference DRN-4236050,12-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6882,DRN-4062013,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4062013.pdf,Decision Reference DRN-4062013,12-Jul-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
6883,DRN-4118812,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4118812.pdf,Decision Reference DRN-4118812,12-Jul-23,AA Underwriting Insurance Company Limited,Upheld,,Insurance
6884,DRN-4233684,Health,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4233684.pdf,Decision Reference DRN-4233684,12-Jul-23,Society of Lloyd's,Not upheld,,Insurance
6885,DRN-4240462,Motor,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4240462.pdf,Decision Reference DRN-4240462,12-Jul-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
6886,DRN-4239798,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4239798.pdf,Decision Reference DRN-4239798,11-Jul-23,The New India Assurance Company Limited,Upheld,,Insurance
6887,DRN-4235280,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4235280.pdf,Decision Reference DRN-4235280,11-Jul-23,Advantage Insurance Company Limited,Upheld,,Insurance
6888,DRN-4235942,Income Protection,No,No,Yes,No,Yes,Male,decision/DRN-4235942.pdf,Decision Reference DRN-4235942,11-Jul-23,Legal and General Assurance Society Limited,Upheld,,Insurance
6889,DRN-4037624,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4037624.pdf,Decision Reference DRN-4037624,11-Jul-23,U K Insurance Limited,Upheld,,Insurance
6890,DRN-4231361,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4231361.pdf,Decision Reference DRN-4231361,11-Jul-23,Markerstudy Insurance Company Limited,Not upheld,,Insurance
6891,DRN-4136376,Animal,No,No,Yes,No,Yes,Female,decision/DRN-4136376.pdf,Decision Reference DRN-4136376,11-Jul-23,West Bay Insurance Plc,Not upheld,,Insurance
6892,DRN-4233150,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4233150.pdf,Decision Reference DRN-4233150,11-Jul-23,Advantage Insurance Company Limited,Not upheld,,Insurance
6893,DRN-4175418,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4175418.pdf,Decision Reference DRN-4175418,11-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6894,DRN-4132520,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4132520.pdf,Decision Reference DRN-4132520,11-Jul-23,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
6895,DRN-4134389,Health,No,No,Yes,No,Yes,Male,decision/DRN-4134389.pdf,Decision Reference DRN-4134389,11-Jul-23,AXA PPP Healthcare Limited,Not upheld,,Insurance
6896,DRN-4094831,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4094831.pdf,Decision Reference DRN-4094831,11-Jul-23,International General Insurance Company (UK) Ltd,Not upheld,,Insurance
6897,DRN-4239075,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4239075.pdf,Decision Reference DRN-4239075,11-Jul-23,Atlanta Insurance Intermediaries Limited,Upheld,,Insurance
6898,DRN-4239037,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4239037.pdf,Decision Reference DRN-4239037,11-Jul-23,National House-Building Council,Not upheld,,Insurance
6899,DRN-4052134,Health,No,No,Yes,No,Yes,Female,decision/DRN-4052134.pdf,Decision Reference DRN-4052134,11-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6900,DRN-4205587,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4205587.pdf,Decision Reference DRN-4205587,11-Jul-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
6901,DRN-4056102,Motor,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4056102.pdf,Decision Reference DRN-4056102,11-Jul-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
6902,DRN-4073788,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4073788.pdf,Decision Reference DRN-4073788,11-Jul-23,ATLANTA 1 INSURANCE SERVICES LIMITED,Not upheld,,Insurance
6903,DRN-4211510,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4211510.pdf,Decision Reference DRN-4211510,11-Jul-23,Covea Insurance plc,Not upheld,,Insurance
6904,DRN-4238218,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4238218.pdf,Decision Reference DRN-4238218,11-Jul-23,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
6905,DRN-4197226,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4197226.pdf,Decision Reference DRN-4197226,11-Jul-23,British Gas Insurance Limited,Upheld,,Insurance
6906,DRN-4222376,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4222376.pdf,Decision Reference DRN-4222376,11-Jul-23,American International Group UK Limited,Not upheld,,Insurance
6907,DRN-4163098,Animal,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4163098.pdf,Decision Reference DRN-4163098,11-Jul-23,Covea Insurance plc,Upheld,,Insurance
6908,DRN-4095385,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4095385.pdf,Decision Reference DRN-4095385,11-Jul-23,U K Insurance Limited,Not upheld,,Insurance
6909,DRN-4170209,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4170209.pdf,Decision Reference DRN-4170209,11-Jul-23,Aviva Insurance Limited,Upheld,,Insurance
6910,DRN-4216784,Health,No,No,Yes,No,Yes,Female,decision/DRN-4216784.pdf,Decision Reference DRN-4216784,11-Jul-23,Aviva Insurance Limited,Not upheld,,Insurance
6911,DRN-4045800,Business,No,No,Yes,No,Yes,Male,decision/DRN-4045800.pdf,Decision Reference DRN-4045800,11-Jul-23,Xbridge Limited,Not upheld,,Insurance
6912,DRN-4237669,Travel,No,No,Yes,No,Yes,Male,decision/DRN-4237669.pdf,Decision Reference DRN-4237669,11-Jul-23,Chubb European Group SE,Not upheld,,Insurance
6913,DRN-4121379,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4121379.pdf,Decision Reference DRN-4121379,11-Jul-23,AXA Insurance UK Plc,Not upheld,,Insurance
6914,DRN-4236413,Health,No,No,Yes,No,Yes,Female,decision/DRN-4236413.pdf,Decision Reference DRN-4236413,10-Jul-23,AXA PPP Healthcare Limited,Not upheld,,Insurance
6915,DRN-3984727,Personal Belongings,Yes,Yes,Yes,Yes,No,Female,decision/DRN-3984727.pdf,Decision Reference DRN-3984727,10-Jul-23,Loyal Insurance Services Ltd,Upheld,,Insurance
